Date,Product,Value
1997-01-10,Distillate Fuel Oil,125807
1997-01-10,Motor Gasoline,199994
1997-01-17,Crude Oil,1474797
1997-01-17,Distillate Fuel Oil,121001
1997-01-17,Motor Gasoline,201457
1997-01-24,Crude Oil,1475821
1997-01-24,Distillate Fuel Oil,118478
1997-01-24,Motor Gasoline,203639
1997-01-31,Crude Oil,1474939
1997-01-31,Distillate Fuel Oil,114237
1997-01-31,Motor Gasoline,206951
1997-02-07,Crude Oil,1473968
1997-02-07,Distillate Fuel Oil,109425
1997-02-07,Motor Gasoline,210991
1997-02-14,Crude Oil,1474561
1997-02-14,Distillate Fuel Oil,105766
1997-02-14,Motor Gasoline,209302
1997-02-21,Crude Oil,1468999
1997-02-21,Distillate Fuel Oil,105280
1997-02-21,Motor Gasoline,205464
1997-02-28,Crude Oil,1470295
1997-02-28,Distillate Fuel Oil,106410
1997-02-28,Motor Gasoline,203206
1997-03-07,Crude Oil,1478943
1997-03-07,Distillate Fuel Oil,106030
1997-03-07,Motor Gasoline,203693
1997-03-14,Crude Oil,1476819
1997-03-14,Distillate Fuel Oil,102794
1997-03-14,Motor Gasoline,199745
1997-03-21,Crude Oil,1475308
1997-03-21,Distillate Fuel Oil,100213
1997-03-21,Motor Gasoline,198774
1997-03-28,Crude Oil,1478080
1997-03-28,Distillate Fuel Oil,97884
1997-03-28,Motor Gasoline,196930
1997-04-04,Crude Oil,1479486
1997-04-04,Distillate Fuel Oil,96847
1997-04-04,Motor Gasoline,195697
1997-04-11,Crude Oil,1488045
1997-04-11,Distillate Fuel Oil,98392
1997-04-11,Motor Gasoline,195928
1997-04-18,Crude Oil,1489564
1997-04-18,Distillate Fuel Oil,95728
1997-04-18,Motor Gasoline,195927
1997-04-25,Crude Oil,1496115
1997-04-25,Distillate Fuel Oil,94098
1997-04-25,Motor Gasoline,196025
1997-05-02,Crude Oil,1484331
1997-05-02,Distillate Fuel Oil,96765
1997-05-02,Motor Gasoline,193561
1997-05-09,Crude Oil,1495891
1997-05-09,Distillate Fuel Oil,96365
1997-05-09,Motor Gasoline,198261
1997-05-16,Crude Oil,1496562
1997-05-16,Distillate Fuel Oil,98787
1997-05-16,Motor Gasoline,198672
1997-05-23,Crude Oil,1505941
1997-05-23,Distillate Fuel Oil,102184
1997-05-23,Motor Gasoline,199831
1997-05-30,Crude Oil,1527607
1997-05-30,Distillate Fuel Oil,108039
1997-05-30,Motor Gasoline,200728
1997-06-06,Crude Oil,1535296
1997-06-06,Distillate Fuel Oil,110490
1997-06-06,Motor Gasoline,203327
1997-06-13,Crude Oil,1538959
1997-06-13,Distillate Fuel Oil,111731
1997-06-13,Motor Gasoline,205177
1997-06-20,Crude Oil,1540440
1997-06-20,Distillate Fuel Oil,113491
1997-06-20,Motor Gasoline,205512
1997-06-27,Crude Oil,1536395
1997-06-27,Distillate Fuel Oil,116230
1997-06-27,Motor Gasoline,204006
1997-07-04,Crude Oil,1542754
1997-07-04,Distillate Fuel Oil,116592
1997-07-04,Motor Gasoline,203747
1997-07-11,Crude Oil,1542628
1997-07-11,Distillate Fuel Oil,121445
1997-07-11,Motor Gasoline,199751
1997-07-18,Crude Oil,1539936
1997-07-18,Distillate Fuel Oil,120542
1997-07-18,Motor Gasoline,197484
1997-07-25,Crude Oil,1528298
1997-07-25,Distillate Fuel Oil,120642
1997-07-25,Motor Gasoline,193695
1997-08-01,Crude Oil,1536569
1997-08-01,Distillate Fuel Oil,122610
1997-08-01,Motor Gasoline,190575
1997-08-08,Crude Oil,1541004
1997-08-08,Distillate Fuel Oil,121988
1997-08-08,Motor Gasoline,189078
1997-08-15,Crude Oil,1541031
1997-08-15,Distillate Fuel Oil,124521
1997-08-15,Motor Gasoline,186197
1997-08-22,Crude Oil,1542391
1997-08-22,Distillate Fuel Oil,126255
1997-08-22,Motor Gasoline,187035
1997-08-29,Crude Oil,1542399
1997-08-29,Distillate Fuel Oil,128760
1997-08-29,Motor Gasoline,185563
1997-09-05,Crude Oil,1547190
1997-09-05,Distillate Fuel Oil,133859
1997-09-05,Motor Gasoline,187167
1997-09-12,Crude Oil,1556571
1997-09-12,Distillate Fuel Oil,133998
1997-09-12,Motor Gasoline,189628
1997-09-19,Crude Oil,1559818
1997-09-19,Distillate Fuel Oil,135500
1997-09-19,Motor Gasoline,194289
1997-09-26,Crude Oil,1562142
1997-09-26,Distillate Fuel Oil,135753
1997-09-26,Motor Gasoline,195544
1997-10-03,Crude Oil,1567283
1997-10-03,Distillate Fuel Oil,135746
1997-10-03,Motor Gasoline,197648
1997-10-10,Crude Oil,1567787
1997-10-10,Distillate Fuel Oil,136242
1997-10-10,Motor Gasoline,196796
1997-10-17,Crude Oil,1566809
1997-10-17,Distillate Fuel Oil,136910
1997-10-17,Motor Gasoline,196969
1997-10-24,Crude Oil,1569570
1997-10-24,Distillate Fuel Oil,135023
1997-10-24,Motor Gasoline,197561
1997-10-31,Crude Oil,1574436
1997-10-31,Distillate Fuel Oil,134273
1997-10-31,Motor Gasoline,197629
1997-11-07,Crude Oil,1567038
1997-11-07,Distillate Fuel Oil,135455
1997-11-07,Motor Gasoline,196540
1997-11-14,Crude Oil,1567823
1997-11-14,Distillate Fuel Oil,134252
1997-11-14,Motor Gasoline,197638
1997-11-21,Crude Oil,1566653
1997-11-21,Distillate Fuel Oil,133967
1997-11-21,Motor Gasoline,196590
1997-11-28,Crude Oil,1570107
1997-11-28,Distillate Fuel Oil,133161
1997-11-28,Motor Gasoline,199440
1997-12-05,Crude Oil,1564187
1997-12-05,Distillate Fuel Oil,135517
1997-12-05,Motor Gasoline,198579
1997-12-12,Crude Oil,1563780
1997-12-12,Distillate Fuel Oil,135548
1997-12-12,Motor Gasoline,201916
1997-12-19,Crude Oil,1553248
1997-12-19,Distillate Fuel Oil,133477
1997-12-19,Motor Gasoline,201609
1997-12-26,Crude Oil,1547793
1997-12-26,Distillate Fuel Oil,131063
1997-12-26,Motor Gasoline,204930
1998-01-02,Crude Oil,1547647
1998-01-02,Distillate Fuel Oil,136956
1998-01-02,Motor Gasoline,210220
1998-01-09,Crude Oil,1550480
1998-01-09,Distillate Fuel Oil,139236
1998-01-09,Motor Gasoline,216176
1998-01-16,Crude Oil,1558846
1998-01-16,Distillate Fuel Oil,136776
1998-01-16,Motor Gasoline,217925
1998-01-23,Crude Oil,1557896
1998-01-23,Distillate Fuel Oil,133652
1998-01-23,Motor Gasoline,217464
1998-01-30,Crude Oil,1555988
1998-01-30,Distillate Fuel Oil,131374
1998-01-30,Motor Gasoline,217934
1998-02-06,Crude Oil,1557838
1998-02-06,Distillate Fuel Oil,129556
1998-02-06,Motor Gasoline,220625
1998-02-13,Crude Oil,1550579
1998-02-13,Distillate Fuel Oil,128948
1998-02-13,Motor Gasoline,218239
1998-02-20,Crude Oil,1549955
1998-02-20,Distillate Fuel Oil,127045
1998-02-20,Motor Gasoline,218785
1998-02-27,Crude Oil,1547897
1998-02-27,Distillate Fuel Oil,126615
1998-02-27,Motor Gasoline,219852
1998-03-06,Crude Oil,1542373
1998-03-06,Distillate Fuel Oil,126572
1998-03-06,Motor Gasoline,218013
1998-03-13,Crude Oil,1536591
1998-03-13,Distillate Fuel Oil,124898
1998-03-13,Motor Gasoline,214200
1998-03-20,Crude Oil,1546027
1998-03-20,Distillate Fuel Oil,123577
1998-03-20,Motor Gasoline,215334
1998-03-27,Crude Oil,1549270
1998-03-27,Distillate Fuel Oil,121244
1998-03-27,Motor Gasoline,214760
1998-04-03,Crude Oil,1548101
1998-04-03,Distillate Fuel Oil,120571
1998-04-03,Motor Gasoline,210823
1998-04-10,Crude Oil,1557445
1998-04-10,Distillate Fuel Oil,122396
1998-04-10,Motor Gasoline,210377
1998-04-17,Crude Oil,1566475
1998-04-17,Distillate Fuel Oil,122439
1998-04-17,Motor Gasoline,211207
1998-04-24,Crude Oil,1569968
1998-04-24,Distillate Fuel Oil,121821
1998-04-24,Motor Gasoline,212209
1998-05-01,Crude Oil,1582187
1998-05-01,Distillate Fuel Oil,122520
1998-05-01,Motor Gasoline,212269
1998-05-08,Crude Oil,1591664
1998-05-08,Distillate Fuel Oil,124050
1998-05-08,Motor Gasoline,216119
1998-05-15,Crude Oil,1601134
1998-05-15,Distillate Fuel Oil,123259
1998-05-15,Motor Gasoline,213223
1998-05-22,Crude Oil,1607411
1998-05-22,Distillate Fuel Oil,126329
1998-05-22,Motor Gasoline,215208
1998-05-29,Crude Oil,1616305
1998-05-29,Distillate Fuel Oil,131370
1998-05-29,Motor Gasoline,218181
1998-06-05,Crude Oil,1614787
1998-06-05,Distillate Fuel Oil,130454
1998-06-05,Motor Gasoline,219566
1998-06-12,Crude Oil,1616715
1998-06-12,Distillate Fuel Oil,131231
1998-06-12,Motor Gasoline,220053
1998-06-19,Crude Oil,1620766
1998-06-19,Distillate Fuel Oil,131957
1998-06-19,Motor Gasoline,222740
1998-06-26,Crude Oil,1624853
1998-06-26,Distillate Fuel Oil,131676
1998-06-26,Motor Gasoline,222381
1998-07-03,Crude Oil,1619936
1998-07-03,Distillate Fuel Oil,133695
1998-07-03,Motor Gasoline,218243
1998-07-10,Crude Oil,1621792
1998-07-10,Distillate Fuel Oil,135707
1998-07-10,Motor Gasoline,221489
1998-07-17,Crude Oil,1630825
1998-07-17,Distillate Fuel Oil,140135
1998-07-17,Motor Gasoline,218840
1998-07-24,Crude Oil,1641457
1998-07-24,Distillate Fuel Oil,143345
1998-07-24,Motor Gasoline,219060
1998-07-31,Crude Oil,1647951
1998-07-31,Distillate Fuel Oil,144032
1998-07-31,Motor Gasoline,215752
1998-08-07,Crude Oil,1646759
1998-08-07,Distillate Fuel Oil,144002
1998-08-07,Motor Gasoline,212407
1998-08-14,Crude Oil,1650911
1998-08-14,Distillate Fuel Oil,144831
1998-08-14,Motor Gasoline,210064
1998-08-21,Crude Oil,1644305
1998-08-21,Distillate Fuel Oil,144930
1998-08-21,Motor Gasoline,208848
1998-08-28,Crude Oil,1643193
1998-08-28,Distillate Fuel Oil,143647
1998-08-28,Motor Gasoline,209179
1998-09-04,Crude Oil,1637938
1998-09-04,Distillate Fuel Oil,144689
1998-09-04,Motor Gasoline,207008
1998-09-11,Crude Oil,1640277
1998-09-11,Distillate Fuel Oil,148689
1998-09-11,Motor Gasoline,205691
1998-09-18,Crude Oil,1636036
1998-09-18,Distillate Fuel Oil,149684
1998-09-18,Motor Gasoline,208649
1998-09-25,Crude Oil,1640475
1998-09-25,Distillate Fuel Oil,152563
1998-09-25,Motor Gasoline,207493
1998-10-02,Crude Oil,1637598
1998-10-02,Distillate Fuel Oil,152101
1998-10-02,Motor Gasoline,207114
1998-10-09,Crude Oil,1630608
1998-10-09,Distillate Fuel Oil,149284
1998-10-09,Motor Gasoline,199486
1998-10-16,Crude Oil,1628953
1998-10-16,Distillate Fuel Oil,147428
1998-10-16,Motor Gasoline,201383
1998-10-23,Crude Oil,1629835
1998-10-23,Distillate Fuel Oil,147214
1998-10-23,Motor Gasoline,199734
1998-10-30,Crude Oil,1630062
1998-10-30,Distillate Fuel Oil,145118
1998-10-30,Motor Gasoline,200204
1998-11-06,Crude Oil,1633228
1998-11-06,Distillate Fuel Oil,145151
1998-11-06,Motor Gasoline,201825
1998-11-13,Crude Oil,1628356
1998-11-13,Distillate Fuel Oil,145910
1998-11-13,Motor Gasoline,206343
1998-11-20,Crude Oil,1630592
1998-11-20,Distillate Fuel Oil,145268
1998-11-20,Motor Gasoline,205683
1998-11-27,Crude Oil,1623398
1998-11-27,Distillate Fuel Oil,147996
1998-11-27,Motor Gasoline,205697
1998-12-04,Crude Oil,1630466
1998-12-04,Distillate Fuel Oil,149556
1998-12-04,Motor Gasoline,208189
1998-12-11,Crude Oil,1636019
1998-12-11,Distillate Fuel Oil,152754
1998-12-11,Motor Gasoline,210252
1998-12-18,Crude Oil,1634305
1998-12-18,Distillate Fuel Oil,151195
1998-12-18,Motor Gasoline,208330
1998-12-25,Crude Oil,1627933
1998-12-25,Distillate Fuel Oil,152532
1998-12-25,Motor Gasoline,209868
1999-01-01,Crude Oil,1611433
1999-01-01,Distillate Fuel Oil,153929
1999-01-01,Motor Gasoline,210839
1999-01-08,Crude Oil,1617765
1999-01-08,Distillate Fuel Oil,154236
1999-01-08,Motor Gasoline,217574
1999-01-15,Crude Oil,1617342
1999-01-15,Distillate Fuel Oil,147748
1999-01-15,Motor Gasoline,221987
1999-01-22,Crude Oil,1614890
1999-01-22,Distillate Fuel Oil,144253
1999-01-22,Motor Gasoline,220885
1999-01-29,Crude Oil,1615260
1999-01-29,Distillate Fuel Oil,144134
1999-01-29,Motor Gasoline,223083
1999-02-05,Crude Oil,1615584
1999-02-05,Distillate Fuel Oil,142894
1999-02-05,Motor Gasoline,228189
1999-02-12,Crude Oil,1611837
1999-02-12,Distillate Fuel Oil,143281
1999-02-12,Motor Gasoline,226045
1999-02-19,Crude Oil,1614631
1999-02-19,Distillate Fuel Oil,141400
1999-02-19,Motor Gasoline,229300
1999-02-26,Crude Oil,1603182
1999-02-26,Distillate Fuel Oil,140153
1999-02-26,Motor Gasoline,227413
1999-03-05,Crude Oil,1601522
1999-03-05,Distillate Fuel Oil,136371
1999-03-05,Motor Gasoline,226726
1999-03-12,Crude Oil,1597224
1999-03-12,Distillate Fuel Oil,131943
1999-03-12,Motor Gasoline,222905
1999-03-19,Crude Oil,1593114
1999-03-19,Distillate Fuel Oil,126880
1999-03-19,Motor Gasoline,219788
1999-03-26,Crude Oil,1589714
1999-03-26,Distillate Fuel Oil,122106
1999-03-26,Motor Gasoline,214520
1999-04-02,Crude Oil,1592685
1999-04-02,Distillate Fuel Oil,124458
1999-04-02,Motor Gasoline,214306
1999-04-09,Crude Oil,1608566
1999-04-09,Distillate Fuel Oil,129208
1999-04-09,Motor Gasoline,217386
1999-04-16,Crude Oil,1602426
1999-04-16,Distillate Fuel Oil,125886
1999-04-16,Motor Gasoline,216866
1999-04-23,Crude Oil,1602961
1999-04-23,Distillate Fuel Oil,127675
1999-04-23,Motor Gasoline,214741
1999-04-30,Crude Oil,1609409
1999-04-30,Distillate Fuel Oil,127434
1999-04-30,Motor Gasoline,218406
1999-05-07,Crude Oil,1612237
1999-05-07,Distillate Fuel Oil,127311
1999-05-07,Motor Gasoline,222885
1999-05-14,Crude Oil,1624540
1999-05-14,Distillate Fuel Oil,128194
1999-05-14,Motor Gasoline,221972
1999-05-21,Crude Oil,1625239
1999-05-21,Distillate Fuel Oil,130493
1999-05-21,Motor Gasoline,221589
1999-05-28,Crude Oil,1628371
1999-05-28,Distillate Fuel Oil,131664
1999-05-28,Motor Gasoline,223026
1999-06-04,Crude Oil,1628340
1999-06-04,Distillate Fuel Oil,131277
1999-06-04,Motor Gasoline,226048
1999-06-11,Crude Oil,1630749
1999-06-11,Distillate Fuel Oil,133578
1999-06-11,Motor Gasoline,221080
1999-06-18,Crude Oil,1626872
1999-06-18,Distillate Fuel Oil,130411
1999-06-18,Motor Gasoline,220647
1999-06-25,Crude Oil,1625483
1999-06-25,Distillate Fuel Oil,130676
1999-06-25,Motor Gasoline,217966
1999-07-02,Crude Oil,1623016
1999-07-02,Distillate Fuel Oil,130772
1999-07-02,Motor Gasoline,214637
1999-07-09,Crude Oil,1631652
1999-07-09,Distillate Fuel Oil,134597
1999-07-09,Motor Gasoline,211022
1999-07-16,Crude Oil,1634155
1999-07-16,Distillate Fuel Oil,136057
1999-07-16,Motor Gasoline,208902
1999-07-23,Crude Oil,1628320
1999-07-23,Distillate Fuel Oil,136863
1999-07-23,Motor Gasoline,205424
1999-07-30,Crude Oil,1626462
1999-07-30,Distillate Fuel Oil,136901
1999-07-30,Motor Gasoline,204179
1999-08-06,Crude Oil,1622505
1999-08-06,Distillate Fuel Oil,135889
1999-08-06,Motor Gasoline,201096
1999-08-13,Crude Oil,1620451
1999-08-13,Distillate Fuel Oil,137593
1999-08-13,Motor Gasoline,202026
1999-08-20,Crude Oil,1616254
1999-08-20,Distillate Fuel Oil,139736
1999-08-20,Motor Gasoline,202168
1999-08-27,Crude Oil,1616337
1999-08-27,Distillate Fuel Oil,141615
1999-08-27,Motor Gasoline,200462
1999-09-03,Crude Oil,1610545
1999-09-03,Distillate Fuel Oil,141096
1999-09-03,Motor Gasoline,198532
1999-09-10,Crude Oil,1605859
1999-09-10,Distillate Fuel Oil,142659
1999-09-10,Motor Gasoline,200464
1999-09-17,Crude Oil,1606771
1999-09-17,Distillate Fuel Oil,143717
1999-09-17,Motor Gasoline,201304
1999-09-24,Crude Oil,1605490
1999-09-24,Distillate Fuel Oil,145944
1999-09-24,Motor Gasoline,199923
1999-10-01,Crude Oil,1605031
1999-10-01,Distillate Fuel Oil,144885
1999-10-01,Motor Gasoline,201114
1999-10-08,Crude Oil,1597589
1999-10-08,Distillate Fuel Oil,143767
1999-10-08,Motor Gasoline,203234
1999-10-15,Crude Oil,1595697
1999-10-15,Distillate Fuel Oil,143261
1999-10-15,Motor Gasoline,202656
1999-10-22,Crude Oil,1587576
1999-10-22,Distillate Fuel Oil,139845
1999-10-22,Motor Gasoline,199785
1999-10-29,Crude Oil,1585402
1999-10-29,Distillate Fuel Oil,137974
1999-10-29,Motor Gasoline,197816
1999-11-05,Crude Oil,1573436
1999-11-05,Distillate Fuel Oil,134042
1999-11-05,Motor Gasoline,195514
1999-11-12,Crude Oil,1565420
1999-11-12,Distillate Fuel Oil,132011
1999-11-12,Motor Gasoline,191450
1999-11-19,Crude Oil,1553208
1999-11-19,Distillate Fuel Oil,129432
1999-11-19,Motor Gasoline,190202
1999-11-26,Crude Oil,1548077
1999-11-26,Distillate Fuel Oil,131538
1999-11-26,Motor Gasoline,191068
1999-12-03,Crude Oil,1541408
1999-12-03,Distillate Fuel Oil,134773
1999-12-03,Motor Gasoline,196648
1999-12-10,Crude Oil,1526836
1999-12-10,Distillate Fuel Oil,131816
1999-12-10,Motor Gasoline,195581
1999-12-17,Crude Oil,1521879
1999-12-17,Distillate Fuel Oil,128879
1999-12-17,Motor Gasoline,194295
1999-12-24,Crude Oil,1508481
1999-12-24,Distillate Fuel Oil,123147
1999-12-24,Motor Gasoline,192797
1999-12-31,Crude Oil,1495432
1999-12-31,Distillate Fuel Oil,119659
1999-12-31,Motor Gasoline,191997
2000-01-07,Crude Oil,1488583
2000-01-07,Distillate Fuel Oil,122685
2000-01-07,Motor Gasoline,194173
2000-01-14,Crude Oil,1486494
2000-01-14,Distillate Fuel Oil,118825
2000-01-14,Motor Gasoline,198240
2000-01-21,Crude Oil,1478838
2000-01-21,Distillate Fuel Oil,110647
2000-01-21,Motor Gasoline,200815
2000-01-28,Crude Oil,1465376
2000-01-28,Distillate Fuel Oil,106497
2000-01-28,Motor Gasoline,201447
2000-02-04,Crude Oil,1460659
2000-02-04,Distillate Fuel Oil,99621
2000-02-04,Motor Gasoline,200937
2000-02-11,Crude Oil,1453846
2000-02-11,Distillate Fuel Oil,99465
2000-02-11,Motor Gasoline,199593
2000-02-18,Crude Oil,1448711
2000-02-18,Distillate Fuel Oil,99273
2000-02-18,Motor Gasoline,196688
2000-02-25,Crude Oil,1447866
2000-02-25,Distillate Fuel Oil,101005
2000-02-25,Motor Gasoline,196523
2000-03-03,Crude Oil,1455792
2000-03-03,Distillate Fuel Oil,102656
2000-03-03,Motor Gasoline,200970
2000-03-10,Crude Oil,1449330
2000-03-10,Distillate Fuel Oil,102679
2000-03-10,Motor Gasoline,198819
2000-03-17,Crude Oil,1450142
2000-03-17,Distillate Fuel Oil,101573
2000-03-17,Motor Gasoline,199255
2000-03-24,Crude Oil,1449226
2000-03-24,Distillate Fuel Oil,98911
2000-03-24,Motor Gasoline,201120
2000-03-31,Crude Oil,1452797
2000-03-31,Distillate Fuel Oil,97259
2000-03-31,Motor Gasoline,203808
2000-04-07,Crude Oil,1458485
2000-04-07,Distillate Fuel Oil,96666
2000-04-07,Motor Gasoline,203566
2000-04-14,Crude Oil,1461306
2000-04-14,Distillate Fuel Oil,92840
2000-04-14,Motor Gasoline,202022
2000-04-21,Crude Oil,1469464
2000-04-21,Distillate Fuel Oil,93723
2000-04-21,Motor Gasoline,200684
2000-04-28,Crude Oil,1475455
2000-04-28,Distillate Fuel Oil,96433
2000-04-28,Motor Gasoline,202506
2000-05-05,Crude Oil,1481619
2000-05-05,Distillate Fuel Oil,95768
2000-05-05,Motor Gasoline,200770
2000-05-12,Crude Oil,1486201
2000-05-12,Distillate Fuel Oil,96134
2000-05-12,Motor Gasoline,202479
2000-05-19,Crude Oil,1491647
2000-05-19,Distillate Fuel Oil,97422
2000-05-19,Motor Gasoline,203561
2000-05-26,Crude Oil,1492433
2000-05-26,Distillate Fuel Oil,98075
2000-05-26,Motor Gasoline,201075
2000-06-02,Crude Oil,1500118
2000-06-02,Distillate Fuel Oil,102540
2000-06-02,Motor Gasoline,201348
2000-06-09,Crude Oil,1503981
2000-06-09,Distillate Fuel Oil,104943
2000-06-09,Motor Gasoline,202699
2000-06-16,Crude Oil,1499476
2000-06-16,Distillate Fuel Oil,103444
2000-06-16,Motor Gasoline,202768
2000-06-23,Crude Oil,1504672
2000-06-23,Distillate Fuel Oil,103772
2000-06-23,Motor Gasoline,204280
2000-06-30,Crude Oil,1505255
2000-06-30,Distillate Fuel Oil,103748
2000-06-30,Motor Gasoline,204522
2000-07-07,Crude Oil,1512449
2000-07-07,Distillate Fuel Oil,108480
2000-07-07,Motor Gasoline,205147
2000-07-14,Crude Oil,1512278
2000-07-14,Distillate Fuel Oil,109263
2000-07-14,Motor Gasoline,205638
2000-07-21,Crude Oil,1518438
2000-07-21,Distillate Fuel Oil,110409
2000-07-21,Motor Gasoline,206907
2000-07-28,Crude Oil,1509933
2000-07-28,Distillate Fuel Oil,110720
2000-07-28,Motor Gasoline,206253
2000-08-04,Crude Oil,1512640
2000-08-04,Distillate Fuel Oil,110192
2000-08-04,Motor Gasoline,204582
2000-08-11,Crude Oil,1513535
2000-08-11,Distillate Fuel Oil,111475
2000-08-11,Motor Gasoline,202442
2000-08-18,Crude Oil,1514500
2000-08-18,Distillate Fuel Oil,112399
2000-08-18,Motor Gasoline,201200
2000-08-25,Crude Oil,1513820
2000-08-25,Distillate Fuel Oil,112427
2000-08-25,Motor Gasoline,196372
2000-09-01,Crude Oil,1518874
2000-09-01,Distillate Fuel Oil,112317
2000-09-01,Motor Gasoline,195498
2000-09-08,Crude Oil,1517360
2000-09-08,Distillate Fuel Oil,114584
2000-09-08,Motor Gasoline,191795
2000-09-15,Crude Oil,1510299
2000-09-15,Distillate Fuel Oil,115937
2000-09-15,Motor Gasoline,187566
2000-09-22,Crude Oil,1510336
2000-09-22,Distillate Fuel Oil,114941
2000-09-22,Motor Gasoline,190559
2000-09-29,Crude Oil,1514777
2000-09-29,Distillate Fuel Oil,114194
2000-09-29,Motor Gasoline,195621
2000-10-06,Crude Oil,1519530
2000-10-06,Distillate Fuel Oil,113691
2000-10-06,Motor Gasoline,195840
2000-10-13,Crude Oil,1508537
2000-10-13,Distillate Fuel Oil,112799
2000-10-13,Motor Gasoline,193261
2000-10-20,Crude Oil,1507820
2000-10-20,Distillate Fuel Oil,112211
2000-10-20,Motor Gasoline,192240
2000-10-27,Crude Oil,1499492
2000-10-27,Distillate Fuel Oil,113556
2000-10-27,Motor Gasoline,188097
2000-11-03,Crude Oil,1494974
2000-11-03,Distillate Fuel Oil,115710
2000-11-03,Motor Gasoline,186147
2000-11-10,Crude Oil,1496644
2000-11-10,Distillate Fuel Oil,115161
2000-11-10,Motor Gasoline,189003
2000-11-17,Crude Oil,1492678
2000-11-17,Distillate Fuel Oil,114934
2000-11-17,Motor Gasoline,188941
2000-11-24,Crude Oil,1486540
2000-11-24,Distillate Fuel Oil,116609
2000-11-24,Motor Gasoline,191190
2000-12-01,Crude Oil,1490938
2000-12-01,Distillate Fuel Oil,120045
2000-12-01,Motor Gasoline,195234
2000-12-08,Crude Oil,1475782
2000-12-08,Distillate Fuel Oil,115290
2000-12-08,Motor Gasoline,196568
2000-12-15,Crude Oil,1474945
2000-12-15,Distillate Fuel Oil,116188
2000-12-15,Motor Gasoline,198983
2000-12-22,Crude Oil,1466328
2000-12-22,Distillate Fuel Oil,114693
2000-12-22,Motor Gasoline,196401
2000-12-29,Crude Oil,1455285
2000-12-29,Distillate Fuel Oil,116064
2000-12-29,Motor Gasoline,193771
2001-01-05,Crude Oil,1451739
2001-01-05,Distillate Fuel Oil,116761
2001-01-05,Motor Gasoline,195663
2001-01-12,Crude Oil,1447486
2001-01-12,Distillate Fuel Oil,115174
2001-01-12,Motor Gasoline,198713
2001-01-19,Crude Oil,1449523
2001-01-19,Distillate Fuel Oil,116151
2001-01-19,Motor Gasoline,200703
2001-01-26,Crude Oil,1447034
2001-01-26,Distillate Fuel Oil,114469
2001-01-26,Motor Gasoline,205882
2001-02-02,Crude Oil,1449312
2001-02-02,Distillate Fuel Oil,115339
2001-02-02,Motor Gasoline,203783
2001-02-09,Crude Oil,1449080
2001-02-09,Distillate Fuel Oil,116147
2001-02-09,Motor Gasoline,202920
2001-02-16,Crude Oil,1441474
2001-02-16,Distillate Fuel Oil,117706
2001-02-16,Motor Gasoline,204595
2001-02-23,Crude Oil,1444333
2001-02-23,Distillate Fuel Oil,116611
2001-02-23,Motor Gasoline,204546
2001-03-02,Crude Oil,1439975
2001-03-02,Distillate Fuel Oil,115644
2001-03-02,Motor Gasoline,203021
2001-03-09,Crude Oil,1444957
2001-03-09,Distillate Fuel Oil,114313
2001-03-09,Motor Gasoline,201582
2001-03-16,Crude Oil,1443303
2001-03-16,Distillate Fuel Oil,110693
2001-03-16,Motor Gasoline,198193
2001-03-23,Crude Oil,1451420
2001-03-23,Distillate Fuel Oil,107898
2001-03-23,Motor Gasoline,196272
2001-03-30,Crude Oil,1449383
2001-03-30,Distillate Fuel Oil,104013
2001-03-30,Motor Gasoline,193035
2001-04-06,Crude Oil,1453240
2001-04-06,Distillate Fuel Oil,101930
2001-04-06,Motor Gasoline,193855
2001-04-13,Crude Oil,1460708
2001-04-13,Distillate Fuel Oil,102333
2001-04-13,Motor Gasoline,192831
2001-04-20,Crude Oil,1466044
2001-04-20,Distillate Fuel Oil,101710
2001-04-20,Motor Gasoline,193913
2001-04-27,Crude Oil,1484672
2001-04-27,Distillate Fuel Oil,102750
2001-04-27,Motor Gasoline,198975
2001-05-04,Crude Oil,1488429
2001-05-04,Distillate Fuel Oil,103058
2001-05-04,Motor Gasoline,200025
2001-05-11,Crude Oil,1496833
2001-05-11,Distillate Fuel Oil,102944
2001-05-11,Motor Gasoline,204069
2001-05-18,Crude Oil,1502849
2001-05-18,Distillate Fuel Oil,102129
2001-05-18,Motor Gasoline,203706
2001-05-25,Crude Oil,1511716
2001-05-25,Distillate Fuel Oil,104298
2001-05-25,Motor Gasoline,208032
2001-06-01,Crude Oil,1526704
2001-06-01,Distillate Fuel Oil,108131
2001-06-01,Motor Gasoline,210265
2001-06-08,Crude Oil,1527448
2001-06-08,Distillate Fuel Oil,107435
2001-06-08,Motor Gasoline,216010
2001-06-15,Crude Oil,1539338
2001-06-15,Distillate Fuel Oil,109111
2001-06-15,Motor Gasoline,219666
2001-06-22,Crude Oil,1542174
2001-06-22,Distillate Fuel Oil,111191
2001-06-22,Motor Gasoline,220745
2001-06-29,Crude Oil,1539345
2001-06-29,Distillate Fuel Oil,112783
2001-06-29,Motor Gasoline,221633
2001-07-06,Crude Oil,1540774
2001-07-06,Distillate Fuel Oil,116413
2001-07-06,Motor Gasoline,221549
2001-07-13,Crude Oil,1548009
2001-07-13,Distillate Fuel Oil,119064
2001-07-13,Motor Gasoline,217832
2001-07-20,Crude Oil,1548692
2001-07-20,Distillate Fuel Oil,120571
2001-07-20,Motor Gasoline,214521
2001-07-27,Crude Oil,1545694
